"Draw","chain","par","value","parameter","Behavior","Animal","Track","step","Previous_State"
103,1,"alpha[2]",0.173216722079343,"alpha","Foraging->Traveling",NA,NA,NA,0
104,1,"alpha[2]",0.287340848612509,"alpha","Foraging->Traveling",NA,NA,NA,0
105,1,"alpha[2]",0.0795590661909535,"alpha","Foraging->Traveling",NA,NA,NA,0
106,1,"alpha[2]",0.38475914644538,"alpha","Foraging->Traveling",NA,NA,NA,0
107,1,"alpha[2]",0.345972142966768,"alpha","Foraging->Traveling",NA,NA,NA,0
108,1,"alpha[2]",0.229592914423489,"alpha","Foraging->Traveling",NA,NA,NA,0
109,1,"alpha[2]",0.399560051409149,"alpha","Foraging->Traveling",NA,NA,NA,0
110,1,"alpha[2]",0.0961820629989674,"alpha","Foraging->Traveling",NA,NA,NA,0
111,1,"alpha[2]",0.0388861021061433,"alpha","Foraging->Traveling",NA,NA,NA,0
112,1,"alpha[2]",0.300114545179286,"alpha","Foraging->Traveling",NA,NA,NA,0
113,1,"alpha[2]",0.325145977027853,"alpha","Foraging->Traveling",NA,NA,NA,0
114,1,"alpha[2]",0.261815842261949,"alpha","Foraging->Traveling",NA,NA,NA,0
115,1,"alpha[2]",0.0313842722297038,"alpha","Foraging->Traveling",NA,NA,NA,0
116,1,"alpha[2]",0.0584684511143015,"alpha","Foraging->Traveling",NA,NA,NA,0
117,1,"alpha[2]",0.213126823799385,"alpha","Foraging->Traveling",NA,NA,NA,0
118,1,"alpha[2]",0.264287284633555,"alpha","Foraging->Traveling",NA,NA,NA,0
119,1,"alpha[2]",0.51810572523117,"alpha","Foraging->Traveling",NA,NA,NA,0
120,1,"alpha[2]",0.499908541361811,"alpha","Foraging->Traveling",NA,NA,NA,0
121,1,"alpha[2]",0.490677149736631,"alpha","Foraging->Traveling",NA,NA,NA,0
122,1,"alpha[2]",0.263843990086567,"alpha","Foraging->Traveling",NA,NA,NA,0
123,1,"alpha[2]",0.245490633818117,"alpha","Foraging->Traveling",NA,NA,NA,0
124,1,"alpha[2]",0.21670694883284,"alpha","Foraging->Traveling",NA,NA,NA,0
125,1,"alpha[2]",0.250993088576729,"alpha","Foraging->Traveling",NA,NA,NA,0
126,1,"alpha[2]",0.0315021380340971,"alpha","Foraging->Traveling",NA,NA,NA,0
127,1,"alpha[2]",0.0283615816027833,"alpha","Foraging->Traveling",NA,NA,NA,0
128,1,"alpha[2]",0.0262473476588036,"alpha","Foraging->Traveling",NA,NA,NA,0
129,1,"alpha[2]",0.0413501697776598,"alpha","Foraging->Traveling",NA,NA,NA,0
130,1,"alpha[2]",0.0543059851174705,"alpha","Foraging->Traveling",NA,NA,NA,0
131,1,"alpha[2]",0.0596270379210486,"alpha","Foraging->Traveling",NA,NA,NA,0
132,1,"alpha[2]",0.131076838111284,"alpha","Foraging->Traveling",NA,NA,NA,0
133,1,"alpha[2]",0.00270146454886447,"alpha","Foraging->Traveling",NA,NA,NA,0
134,1,"alpha[2]",0.0583013705810598,"alpha","Foraging->Traveling",NA,NA,NA,0
135,1,"alpha[2]",0.0304871525825646,"alpha","Foraging->Traveling",NA,NA,NA,0
136,1,"alpha[2]",0.243324124252316,"alpha","Foraging->Traveling",NA,NA,NA,0
137,1,"alpha[2]",0.332384362642955,"alpha","Foraging->Traveling",NA,NA,NA,0
138,1,"alpha[2]",0.0124964197171213,"alpha","Foraging->Traveling",NA,NA,NA,0
139,1,"alpha[2]",0.152694689583722,"alpha","Foraging->Traveling",NA,NA,NA,0
140,1,"alpha[2]",0.285531281773347,"alpha","Foraging->Traveling",NA,NA,NA,0
141,1,"alpha[2]",0.372893831991413,"alpha","Foraging->Traveling",NA,NA,NA,0
142,1,"alpha[2]",0.163560978499144,"alpha","Foraging->Traveling",NA,NA,NA,0
143,1,"alpha[2]",0.132287472028319,"alpha","Foraging->Traveling",NA,NA,NA,0
144,1,"alpha[2]",0.232985066298981,"alpha","Foraging->Traveling",NA,NA,NA,0
145,1,"alpha[2]",0.442213675169698,"alpha","Foraging->Traveling",NA,NA,NA,0
146,1,"alpha[2]",0.290080085277179,"alpha","Foraging->Traveling",NA,NA,NA,0
147,1,"alpha[2]",0.121405889380271,"alpha","Foraging->Traveling",NA,NA,NA,0
148,1,"alpha[2]",0.0604556768189115,"alpha","Foraging->Traveling",NA,NA,NA,0
149,1,"alpha[2]",0.0865437996060322,"alpha","Foraging->Traveling",NA,NA,NA,0
150,1,"alpha[2]",0.0330818270627087,"alpha","Foraging->Traveling",NA,NA,NA,0
151,1,"alpha[2]",0.0143561976986423,"alpha","Foraging->Traveling",NA,NA,NA,0
152,1,"alpha[2]",0.0757348266027324,"alpha","Foraging->Traveling",NA,NA,NA,0
153,1,"alpha[2]",0.126110493350371,"alpha","Foraging->Traveling",NA,NA,NA,0
154,1,"alpha[2]",0.0742963521960555,"alpha","Foraging->Traveling",NA,NA,NA,0
155,1,"alpha[2]",0.388745944990089,"alpha","Foraging->Traveling",NA,NA,NA,0
156,1,"alpha[2]",0.248308380111018,"alpha","Foraging->Traveling",NA,NA,NA,0
157,1,"alpha[2]",0.618859326554715,"alpha","Foraging->Traveling",NA,NA,NA,0
158,1,"alpha[2]",0.387211175417941,"alpha","Foraging->Traveling",NA,NA,NA,0
159,1,"alpha[2]",0.2775400136551,"alpha","Foraging->Traveling",NA,NA,NA,0
160,1,"alpha[2]",0.113931997629884,"alpha","Foraging->Traveling",NA,NA,NA,0
161,1,"alpha[2]",0.280025641806149,"alpha","Foraging->Traveling",NA,NA,NA,0
162,1,"alpha[2]",0.0403183942464575,"alpha","Foraging->Traveling",NA,NA,NA,0
163,1,"alpha[2]",0.058760288684521,"alpha","Foraging->Traveling",NA,NA,NA,0
164,1,"alpha[2]",0.0634651359685857,"alpha","Foraging->Traveling",NA,NA,NA,0
165,1,"alpha[2]",0.0182169393009712,"alpha","Foraging->Traveling",NA,NA,NA,0
166,1,"alpha[2]",0.000761827306515808,"alpha","Foraging->Traveling",NA,NA,NA,0
167,1,"alpha[2]",0.212015697227175,"alpha","Foraging->Traveling",NA,NA,NA,0
168,1,"alpha[2]",0.109301606847806,"alpha","Foraging->Traveling",NA,NA,NA,0
169,1,"alpha[2]",0.168117927529192,"alpha","Foraging->Traveling",NA,NA,NA,0
170,1,"alpha[2]",0.208872373756292,"alpha","Foraging->Traveling",NA,NA,NA,0
171,1,"alpha[2]",0.317654537350458,"alpha","Foraging->Traveling",NA,NA,NA,0
172,1,"alpha[2]",0.159892999878778,"alpha","Foraging->Traveling",NA,NA,NA,0
173,1,"alpha[2]",0.0140697159608111,"alpha","Foraging->Traveling",NA,NA,NA,0
174,1,"alpha[2]",0.0643447596236905,"alpha","Foraging->Traveling",NA,NA,NA,0
175,1,"alpha[2]",0.0926716301786789,"alpha","Foraging->Traveling",NA,NA,NA,0
176,1,"alpha[2]",0.178375639988075,"alpha","Foraging->Traveling",NA,NA,NA,0
177,1,"alpha[2]",0.0844591610534305,"alpha","Foraging->Traveling",NA,NA,NA,0
178,1,"alpha[2]",0.0545715392004776,"alpha","Foraging->Traveling",NA,NA,NA,0
179,1,"alpha[2]",0.172404469138601,"alpha","Foraging->Traveling",NA,NA,NA,0
180,1,"alpha[2]",0.013320459287435,"alpha","Foraging->Traveling",NA,NA,NA,0
181,1,"alpha[2]",0.0583614204468398,"alpha","Foraging->Traveling",NA,NA,NA,0
182,1,"alpha[2]",0.130207159108328,"alpha","Foraging->Traveling",NA,NA,NA,0
183,1,"alpha[2]",0.0813693519323505,"alpha","Foraging->Traveling",NA,NA,NA,0
184,1,"alpha[2]",0.163914764829157,"alpha","Foraging->Traveling",NA,NA,NA,0
185,1,"alpha[2]",0.0722344867059507,"alpha","Foraging->Traveling",NA,NA,NA,0
186,1,"alpha[2]",0.184676989281926,"alpha","Foraging->Traveling",NA,NA,NA,0
187,1,"alpha[2]",0.0589442275333653,"alpha","Foraging->Traveling",NA,NA,NA,0
188,1,"alpha[2]",0.158369540144998,"alpha","Foraging->Traveling",NA,NA,NA,0
189,1,"alpha[2]",0.232451561972475,"alpha","Foraging->Traveling",NA,NA,NA,0
190,1,"alpha[2]",0.040846266420167,"alpha","Foraging->Traveling",NA,NA,NA,0
191,1,"alpha[2]",0.00469478408660604,"alpha","Foraging->Traveling",NA,NA,NA,0
192,1,"alpha[2]",0.11687677874857,"alpha","Foraging->Traveling",NA,NA,NA,0
193,1,"alpha[2]",0.146909376997916,"alpha","Foraging->Traveling",NA,NA,NA,0
194,1,"alpha[2]",0.403248246345678,"alpha","Foraging->Traveling",NA,NA,NA,0
195,1,"alpha[2]",0.0852952125591968,"alpha","Foraging->Traveling",NA,NA,NA,0
196,1,"alpha[2]",0.211033099849319,"alpha","Foraging->Traveling",NA,NA,NA,0
197,1,"alpha[2]",0.139066097406624,"alpha","Foraging->Traveling",NA,NA,NA,0
198,1,"alpha[2]",0.130928093980781,"alpha","Foraging->Traveling",NA,NA,NA,0
199,1,"alpha[2]",0.0497310326650326,"alpha","Foraging->Traveling",NA,NA,NA,0
200,1,"alpha[2]",0.00331299304473716,"alpha","Foraging->Traveling",NA,NA,NA,0
201,1,"alpha[2]",0.148971243591636,"alpha","Foraging->Traveling",NA,NA,NA,0
202,1,"alpha[2]",0.17132443126433,"alpha","Foraging->Traveling",NA,NA,NA,0
203,1,"alpha[2]",0.0348742651846653,"alpha","Foraging->Traveling",NA,NA,NA,0
204,1,"alpha[2]",0.135616243367525,"alpha","Foraging->Traveling",NA,NA,NA,0
205,1,"alpha[2]",0.151185666406988,"alpha","Foraging->Traveling",NA,NA,NA,0
206,1,"alpha[2]",0.0222753303293482,"alpha","Foraging->Traveling",NA,NA,NA,0
207,1,"alpha[2]",0.0928477250703751,"alpha","Foraging->Traveling",NA,NA,NA,0
208,1,"alpha[2]",0.0422980036319175,"alpha","Foraging->Traveling",NA,NA,NA,0
209,1,"alpha[2]",0.132436685750198,"alpha","Foraging->Traveling",NA,NA,NA,0
210,1,"alpha[2]",0.182800261429032,"alpha","Foraging->Traveling",NA,NA,NA,0
211,1,"alpha[2]",0.0622264846787136,"alpha","Foraging->Traveling",NA,NA,NA,0
212,1,"alpha[2]",0.0832622793020907,"alpha","Foraging->Traveling",NA,NA,NA,0
213,1,"alpha[2]",0.0585846563010197,"alpha","Foraging->Traveling",NA,NA,NA,0
214,1,"alpha[2]",0.117666308584162,"alpha","Foraging->Traveling",NA,NA,NA,0
215,1,"alpha[2]",0.246860762560694,"alpha","Foraging->Traveling",NA,NA,NA,0
216,1,"alpha[2]",0.203071036658613,"alpha","Foraging->Traveling",NA,NA,NA,0
217,1,"alpha[2]",0.0553322874214579,"alpha","Foraging->Traveling",NA,NA,NA,0
218,1,"alpha[2]",0.0449981373685988,"alpha","Foraging->Traveling",NA,NA,NA,0
219,1,"alpha[2]",0.0332534043506478,"alpha","Foraging->Traveling",NA,NA,NA,0
220,1,"alpha[2]",0.0354555958700139,"alpha","Foraging->Traveling",NA,NA,NA,0
221,1,"alpha[2]",0.0612637426754504,"alpha","Foraging->Traveling",NA,NA,NA,0
222,1,"alpha[2]",0.0664071011046836,"alpha","Foraging->Traveling",NA,NA,NA,0
223,1,"alpha[2]",0.200224835919647,"alpha","Foraging->Traveling",NA,NA,NA,0
224,1,"alpha[2]",0.122025433174411,"alpha","Foraging->Traveling",NA,NA,NA,0
225,1,"alpha[2]",0.0970957515972196,"alpha","Foraging->Traveling",NA,NA,NA,0
226,1,"alpha[2]",0.0220727353411516,"alpha","Foraging->Traveling",NA,NA,NA,0
227,1,"alpha[2]",0.00675298311836274,"alpha","Foraging->Traveling",NA,NA,NA,0
228,1,"alpha[2]",0.0621012362895093,"alpha","Foraging->Traveling",NA,NA,NA,0
229,1,"alpha[2]",0.0391326013632212,"alpha","Foraging->Traveling",NA,NA,NA,0
230,1,"alpha[2]",0.0125258167932445,"alpha","Foraging->Traveling",NA,NA,NA,0
231,1,"alpha[2]",9.72907731061203e-05,"alpha","Foraging->Traveling",NA,NA,NA,0
232,1,"alpha[2]",0.0260627752435553,"alpha","Foraging->Traveling",NA,NA,NA,0
233,1,"alpha[2]",0.315832535794385,"alpha","Foraging->Traveling",NA,NA,NA,0
234,1,"alpha[2]",0.0752423723527431,"alpha","Foraging->Traveling",NA,NA,NA,0
235,1,"alpha[2]",0.0766949275030884,"alpha","Foraging->Traveling",NA,NA,NA,0
236,1,"alpha[2]",0.191974521384041,"alpha","Foraging->Traveling",NA,NA,NA,0
237,1,"alpha[2]",0.195355168023439,"alpha","Foraging->Traveling",NA,NA,NA,0
238,1,"alpha[2]",0.118570330877562,"alpha","Foraging->Traveling",NA,NA,NA,0
239,1,"alpha[2]",0.0216273218198985,"alpha","Foraging->Traveling",NA,NA,NA,0
240,1,"alpha[2]",0.103137030352999,"alpha","Foraging->Traveling",NA,NA,NA,0
241,1,"alpha[2]",0.294280067598502,"alpha","Foraging->Traveling",NA,NA,NA,0
242,1,"alpha[2]",0.102819480666483,"alpha","Foraging->Traveling",NA,NA,NA,0
243,1,"alpha[2]",0.0611609397604809,"alpha","Foraging->Traveling",NA,NA,NA,0
244,1,"alpha[2]",0.104679825501023,"alpha","Foraging->Traveling",NA,NA,NA,0
245,1,"alpha[2]",0.0196381794121752,"alpha","Foraging->Traveling",NA,NA,NA,0
246,1,"alpha[2]",0.269795527757917,"alpha","Foraging->Traveling",NA,NA,NA,0
247,1,"alpha[2]",0.118021348521312,"alpha","Foraging->Traveling",NA,NA,NA,0
248,1,"alpha[2]",0.184860878449698,"alpha","Foraging->Traveling",NA,NA,NA,0
249,1,"alpha[2]",0.0496479517807897,"alpha","Foraging->Traveling",NA,NA,NA,0
250,1,"alpha[2]",0.434456074276041,"alpha","Foraging->Traveling",NA,NA,NA,0
1,2,"alpha[2]",0.0320202921095674,"alpha","Foraging->Traveling",NA,NA,NA,0
2,2,"alpha[2]",0.13781604169632,"alpha","Foraging->Traveling",NA,NA,NA,0
3,2,"alpha[2]",0.0316520839531999,"alpha","Foraging->Traveling",NA,NA,NA,0
4,2,"alpha[2]",0.00408963319432002,"alpha","Foraging->Traveling",NA,NA,NA,0
5,2,"alpha[2]",0.0383338645007682,"alpha","Foraging->Traveling",NA,NA,NA,0
6,2,"alpha[2]",0.0312479143891374,"alpha","Foraging->Traveling",NA,NA,NA,0
7,2,"alpha[2]",0.0440053262683289,"alpha","Foraging->Traveling",NA,NA,NA,0
8,2,"alpha[2]",0.0643203415978153,"alpha","Foraging->Traveling",NA,NA,NA,0
9,2,"alpha[2]",0.0485062140728184,"alpha","Foraging->Traveling",NA,NA,NA,0
10,2,"alpha[2]",0.0177400594515465,"alpha","Foraging->Traveling",NA,NA,NA,0
11,2,"alpha[2]",0.0565600055266435,"alpha","Foraging->Traveling",NA,NA,NA,0
12,2,"alpha[2]",0.0907623503423426,"alpha","Foraging->Traveling",NA,NA,NA,0
13,2,"alpha[2]",0.177119226629479,"alpha","Foraging->Traveling",NA,NA,NA,0
14,2,"alpha[2]",0.169005531396982,"alpha","Foraging->Traveling",NA,NA,NA,0
15,2,"alpha[2]",0.282300559149762,"alpha","Foraging->Traveling",NA,NA,NA,0
16,2,"alpha[2]",0.00681042672103647,"alpha","Foraging->Traveling",NA,NA,NA,0
17,2,"alpha[2]",0.0824074739539776,"alpha","Foraging->Traveling",NA,NA,NA,0
18,2,"alpha[2]",0.252229839739777,"alpha","Foraging->Traveling",NA,NA,NA,0
19,2,"alpha[2]",0.0933120453351264,"alpha","Foraging->Traveling",NA,NA,NA,0
20,2,"alpha[2]",0.140998937895515,"alpha","Foraging->Traveling",NA,NA,NA,0
21,2,"alpha[2]",0.265286959992276,"alpha","Foraging->Traveling",NA,NA,NA,0
22,2,"alpha[2]",0.00496926480489167,"alpha","Foraging->Traveling",NA,NA,NA,0
23,2,"alpha[2]",0.0473931316981799,"alpha","Foraging->Traveling",NA,NA,NA,0
24,2,"alpha[2]",0.0267927989842253,"alpha","Foraging->Traveling",NA,NA,NA,0
25,2,"alpha[2]",0.0369563757148665,"alpha","Foraging->Traveling",NA,NA,NA,0
26,2,"alpha[2]",0.034422256852505,"alpha","Foraging->Traveling",NA,NA,NA,0
27,2,"alpha[2]",0.0673402240980856,"alpha","Foraging->Traveling",NA,NA,NA,0
28,2,"alpha[2]",0.0793801799412056,"alpha","Foraging->Traveling",NA,NA,NA,0
29,2,"alpha[2]",0.210008133063899,"alpha","Foraging->Traveling",NA,NA,NA,0
30,2,"alpha[2]",0.0431112226144306,"alpha","Foraging->Traveling",NA,NA,NA,0
31,2,"alpha[2]",0.0312436680255557,"alpha","Foraging->Traveling",NA,NA,NA,0
32,2,"alpha[2]",0.35341800667005,"alpha","Foraging->Traveling",NA,NA,NA,0
33,2,"alpha[2]",0.236658281994689,"alpha","Foraging->Traveling",NA,NA,NA,0
34,2,"alpha[2]",0.271308480797691,"alpha","Foraging->Traveling",NA,NA,NA,0
35,2,"alpha[2]",0.14199409165391,"alpha","Foraging->Traveling",NA,NA,NA,0
36,2,"alpha[2]",0.221322918678821,"alpha","Foraging->Traveling",NA,NA,NA,0
37,2,"alpha[2]",0.098156487653091,"alpha","Foraging->Traveling",NA,NA,NA,0
38,2,"alpha[2]",0.191435053299813,"alpha","Foraging->Traveling",NA,NA,NA,0
39,2,"alpha[2]",0.0542419700629316,"alpha","Foraging->Traveling",NA,NA,NA,0
40,2,"alpha[2]",0.270632793948998,"alpha","Foraging->Traveling",NA,NA,NA,0
41,2,"alpha[2]",0.17508715945914,"alpha","Foraging->Traveling",NA,NA,NA,0
42,2,"alpha[2]",0.229566808994509,"alpha","Foraging->Traveling",NA,NA,NA,0
43,2,"alpha[2]",0.0631135238451421,"alpha","Foraging->Traveling",NA,NA,NA,0
44,2,"alpha[2]",0.129555358809754,"alpha","Foraging->Traveling",NA,NA,NA,0
45,2,"alpha[2]",0.0803404344112348,"alpha","Foraging->Traveling",NA,NA,NA,0
46,2,"alpha[2]",0.0434013692698187,"alpha","Foraging->Traveling",NA,NA,NA,0
47,2,"alpha[2]",0.027003025384089,"alpha","Foraging->Traveling",NA,NA,NA,0
48,2,"alpha[2]",0.0809663324227058,"alpha","Foraging->Traveling",NA,NA,NA,0
49,2,"alpha[2]",0.231710003088912,"alpha","Foraging->Traveling",NA,NA,NA,0
50,2,"alpha[2]",0.487805917943641,"alpha","Foraging->Traveling",NA,NA,NA,0
51,2,"alpha[2]",0.288819055807551,"alpha","Foraging->Traveling",NA,NA,NA,0
52,2,"alpha[2]",0.0256000911496281,"alpha","Foraging->Traveling",NA,NA,NA,0
53,2,"alpha[2]",0.00711093798610839,"alpha","Foraging->Traveling",NA,NA,NA,0
54,2,"alpha[2]",0.0681813280061711,"alpha","Foraging->Traveling",NA,NA,NA,0
55,2,"alpha[2]",0.05963014128362,"alpha","Foraging->Traveling",NA,NA,NA,0
56,2,"alpha[2]",0.283849862486191,"alpha","Foraging->Traveling",NA,NA,NA,0
57,2,"alpha[2]",0.0522609562881488,"alpha","Foraging->Traveling",NA,NA,NA,0
58,2,"alpha[2]",0.0315657971075517,"alpha","Foraging->Traveling",NA,NA,NA,0
59,2,"alpha[2]",0.0696006017432326,"alpha","Foraging->Traveling",NA,NA,NA,0
60,2,"alpha[2]",0.17964970445464,"alpha","Foraging->Traveling",NA,NA,NA,0
61,2,"alpha[2]",0.0755874058047459,"alpha","Foraging->Traveling",NA,NA,NA,0
62,2,"alpha[2]",0.0584407015306951,"alpha","Foraging->Traveling",NA,NA,NA,0
63,2,"alpha[2]",0.0819620025003672,"alpha","Foraging->Traveling",NA,NA,NA,0
64,2,"alpha[2]",0.00827917379377167,"alpha","Foraging->Traveling",NA,NA,NA,0
65,2,"alpha[2]",0.141787078270156,"alpha","Foraging->Traveling",NA,NA,NA,0
66,2,"alpha[2]",0.227656959790505,"alpha","Foraging->Traveling",NA,NA,NA,0
67,2,"alpha[2]",0.170014348261728,"alpha","Foraging->Traveling",NA,NA,NA,0
68,2,"alpha[2]",0.278408667342256,"alpha","Foraging->Traveling",NA,NA,NA,0
69,2,"alpha[2]",0.0628918188004745,"alpha","Foraging->Traveling",NA,NA,NA,0
70,2,"alpha[2]",0.119503055964616,"alpha","Foraging->Traveling",NA,NA,NA,0
71,2,"alpha[2]",0.148066773364973,"alpha","Foraging->Traveling",NA,NA,NA,0
72,2,"alpha[2]",0.113144180178809,"alpha","Foraging->Traveling",NA,NA,NA,0
73,2,"alpha[2]",0.158622479134304,"alpha","Foraging->Traveling",NA,NA,NA,0
74,2,"alpha[2]",0.269314448210031,"alpha","Foraging->Traveling",NA,NA,NA,0
75,2,"alpha[2]",0.15978913498886,"alpha","Foraging->Traveling",NA,NA,NA,0
76,2,"alpha[2]",0.034640831505703,"alpha","Foraging->Traveling",NA,NA,NA,0
77,2,"alpha[2]",0.0165820041345331,"alpha","Foraging->Traveling",NA,NA,NA,0
78,2,"alpha[2]",0.085685101291101,"alpha","Foraging->Traveling",NA,NA,NA,0
79,2,"alpha[2]",0.102812849613143,"alpha","Foraging->Traveling",NA,NA,NA,0
80,2,"alpha[2]",0.0194548607914567,"alpha","Foraging->Traveling",NA,NA,NA,0
81,2,"alpha[2]",0.0933841359206133,"alpha","Foraging->Traveling",NA,NA,NA,0
82,2,"alpha[2]",0.0551715610610181,"alpha","Foraging->Traveling",NA,NA,NA,0
83,2,"alpha[2]",0.020592975723519,"alpha","Foraging->Traveling",NA,NA,NA,0
84,2,"alpha[2]",0.00361771759970224,"alpha","Foraging->Traveling",NA,NA,NA,0
85,2,"alpha[2]",0.000890334969446782,"alpha","Foraging->Traveling",NA,NA,NA,0
86,2,"alpha[2]",0.00288590333607725,"alpha","Foraging->Traveling",NA,NA,NA,0
87,2,"alpha[2]",0.046036809289652,"alpha","Foraging->Traveling",NA,NA,NA,0
88,2,"alpha[2]",0.130203238808211,"alpha","Foraging->Traveling",NA,NA,NA,0
89,2,"alpha[2]",0.0575513339548588,"alpha","Foraging->Traveling",NA,NA,NA,0
90,2,"alpha[2]",0.143545334596358,"alpha","Foraging->Traveling",NA,NA,NA,0
91,2,"alpha[2]",0.179956002923261,"alpha","Foraging->Traveling",NA,NA,NA,0
92,2,"alpha[2]",0.0813903734562216,"alpha","Foraging->Traveling",NA,NA,NA,0
93,2,"alpha[2]",0.0888390016375382,"alpha","Foraging->Traveling",NA,NA,NA,0
94,2,"alpha[2]",0.152836547053778,"alpha","Foraging->Traveling",NA,NA,NA,0
95,2,"alpha[2]",0.0919431274476014,"alpha","Foraging->Traveling",NA,NA,NA,0
96,2,"alpha[2]",0.17591372307951,"alpha","Foraging->Traveling",NA,NA,NA,0
97,2,"alpha[2]",0.104326917345685,"alpha","Foraging->Traveling",NA,NA,NA,0
98,2,"alpha[2]",0.135227777093411,"alpha","Foraging->Traveling",NA,NA,NA,0
99,2,"alpha[2]",0.164369895325222,"alpha","Foraging->Traveling",NA,NA,NA,0
100,2,"alpha[2]",0.376436084511555,"alpha","Foraging->Traveling",NA,NA,NA,0
101,2,"alpha[2]",0.0458303191457952,"alpha","Foraging->Traveling",NA,NA,NA,0
102,2,"alpha[2]",0.00358633043328703,"alpha","Foraging->Traveling",NA,NA,NA,0
103,2,"alpha[2]",0.0127953002552534,"alpha","Foraging->Traveling",NA,NA,NA,0
104,2,"alpha[2]",0.0477367791143013,"alpha","Foraging->Traveling",NA,NA,NA,0
105,2,"alpha[2]",0.0241122700936988,"alpha","Foraging->Traveling",NA,NA,NA,0
106,2,"alpha[2]",0.369158179024375,"alpha","Foraging->Traveling",NA,NA,NA,0
107,2,"alpha[2]",0.222559682611681,"alpha","Foraging->Traveling",NA,NA,NA,0
108,2,"alpha[2]",0.163639486477486,"alpha","Foraging->Traveling",NA,NA,NA,0
109,2,"alpha[2]",0.0614244257345053,"alpha","Foraging->Traveling",NA,NA,NA,0
110,2,"alpha[2]",0.185667651884738,"alpha","Foraging->Traveling",NA,NA,NA,0
111,2,"alpha[2]",0.0191941564892951,"alpha","Foraging->Traveling",NA,NA,NA,0
112,2,"alpha[2]",0.0552494524236827,"alpha","Foraging->Traveling",NA,NA,NA,0
113,2,"alpha[2]",0.0886795758439783,"alpha","Foraging->Traveling",NA,NA,NA,0
114,2,"alpha[2]",0.107090412001148,"alpha","Foraging->Traveling",NA,NA,NA,0
115,2,"alpha[2]",0.0148359494942355,"alpha","Foraging->Traveling",NA,NA,NA,0
116,2,"alpha[2]",0.0859557776199991,"alpha","Foraging->Traveling",NA,NA,NA,0
117,2,"alpha[2]",0.0246622223989187,"alpha","Foraging->Traveling",NA,NA,NA,0
118,2,"alpha[2]",0.0499920767682597,"alpha","Foraging->Traveling",NA,NA,NA,0
119,2,"alpha[2]",0.0027703677788672,"alpha","Foraging->Traveling",NA,NA,NA,0
120,2,"alpha[2]",0.0503488554117192,"alpha","Foraging->Traveling",NA,NA,NA,0
121,2,"alpha[2]",0.0839561673433618,"alpha","Foraging->Traveling",NA,NA,NA,0
122,2,"alpha[2]",0.0601394091872479,"alpha","Foraging->Traveling",NA,NA,NA,0
123,2,"alpha[2]",0.00327238664947163,"alpha","Foraging->Traveling",NA,NA,NA,0
124,2,"alpha[2]",0.026268912719835,"alpha","Foraging->Traveling",NA,NA,NA,0
125,2,"alpha[2]",0.000681835903670152,"alpha","Foraging->Traveling",NA,NA,NA,0
126,2,"alpha[2]",0.00996775202481986,"alpha","Foraging->Traveling",NA,NA,NA,0
127,2,"alpha[2]",0.0315277704260075,"alpha","Foraging->Traveling",NA,NA,NA,0
128,2,"alpha[2]",0.00980247157663109,"alpha","Foraging->Traveling",NA,NA,NA,0
129,2,"alpha[2]",0.0102770052409784,"alpha","Foraging->Traveling",NA,NA,NA,0
130,2,"alpha[2]",0.0171194879074392,"alpha","Foraging->Traveling",NA,NA,NA,0
131,2,"alpha[2]",0.0676607104373361,"alpha","Foraging->Traveling",NA,NA,NA,0
132,2,"alpha[2]",0.179216129435098,"alpha","Foraging->Traveling",NA,NA,NA,0
133,2,"alpha[2]",0.0223845119174518,"alpha","Foraging->Traveling",NA,NA,NA,0
134,2,"alpha[2]",0.240466024919443,"alpha","Foraging->Traveling",NA,NA,NA,0
135,2,"alpha[2]",0.259391314453645,"alpha","Foraging->Traveling",NA,NA,NA,0
136,2,"alpha[2]",0.305256736552314,"alpha","Foraging->Traveling",NA,NA,NA,0
137,2,"alpha[2]",0.311104836665763,"alpha","Foraging->Traveling",NA,NA,NA,0
138,2,"alpha[2]",0.371622074646099,"alpha","Foraging->Traveling",NA,NA,NA,0
139,2,"alpha[2]",0.272632696866813,"alpha","Foraging->Traveling",NA,NA,NA,0
140,2,"alpha[2]",0.110650790780077,"alpha","Foraging->Traveling",NA,NA,NA,0
141,2,"alpha[2]",0.478616028599583,"alpha","Foraging->Traveling",NA,NA,NA,0
142,2,"alpha[2]",0.618373095855693,"alpha","Foraging->Traveling",NA,NA,NA,0
143,2,"alpha[2]",0.37162238120331,"alpha","Foraging->Traveling",NA,NA,NA,0
144,2,"alpha[2]",0.158595609973478,"alpha","Foraging->Traveling",NA,NA,NA,0
145,2,"alpha[2]",0.0615217818679638,"alpha","Foraging->Traveling",NA,NA,NA,0
146,2,"alpha[2]",0.182700356630741,"alpha","Foraging->Traveling",NA,NA,NA,0
147,2,"alpha[2]",0.300368318491929,"alpha","Foraging->Traveling",NA,NA,NA,0
148,2,"alpha[2]",0.0780636915452193,"alpha","Foraging->Traveling",NA,NA,NA,0
149,2,"alpha[2]",0.00882803542713127,"alpha","Foraging->Traveling",NA,NA,NA,0
150,2,"alpha[2]",0.058524765232992,"alpha","Foraging->Traveling",NA,NA,NA,0
151,2,"alpha[2]",0.276278391625576,"alpha","Foraging->Traveling",NA,NA,NA,0
152,2,"alpha[2]",0.193707328732189,"alpha","Foraging->Traveling",NA,NA,NA,0
